2025-04-06 00:00:01,0.169023
2025-04-06 00:05:02,0.168826
2025-04-06 00:10:01,0.16875
2025-04-06 00:15:01,0.168669
2025-04-06 00:20:01,0.168522
2025-04-06 00:25:02,0.168652
2025-04-06 00:30:01,0.168704
2025-04-06 00:35:01,0.168759
2025-04-06 00:40:01,0.169127
2025-04-06 00:45:02,0.169373
2025-04-06 00:50:01,0.16937
2025-04-06 00:55:01,0.16925
2025-04-06 01:00:01,0.169309
2025-04-06 01:05:01,0.169186
2025-04-06 01:10:02,0.169425
2025-04-06 01:15:01,0.169432
2025-04-06 01:20:01,0.169427
2025-04-06 01:25:01,0.169552
2025-04-06 01:30:01,0.169604
2025-04-06 01:35:02,0.169829
2025-04-06 01:40:01,0.169509
2025-04-06 01:45:01,0.169332
2025-04-06 01:50:01,0.169047
2025-04-06 01:55:02,0.168867
2025-04-06 02:00:01,0.168676
2025-04-06 02:05:01,0.168649
2025-04-06 02:10:01,0.168655
2025-04-06 02:15:02,0.168617
2025-04-06 02:20:01,0.168435
2025-04-06 02:25:01,0.168522
2025-04-06 02:30:01,0.168368
2025-04-06 02:35:02,0.168207
2025-04-06 02:40:01,0.16823
2025-04-06 02:45:01,0.168178
2025-04-06 02:50:02,0.168045
2025-04-06 02:55:01,0.16791
2025-04-06 03:00:01,0.167567
2025-04-06 03:05:01,0.167505
2025-04-06 03:10:01,0.167338
2025-04-06 03:15:02,0.167635
2025-04-06 03:20:01,0.16797
2025-04-06 03:25:01,0.167747
2025-04-06 03:30:02,0.167589
2025-04-06 03:35:01,0.167482
2025-04-06 03:40:01,0.167472
2025-04-06 03:45:02,0.167488
2025-04-06 03:50:01,0.167508
2025-04-06 03:55:01,0.167716
2025-04-06 04:00:01,0.167693
2025-04-06 04:05:02,0.167608
2025-04-06 04:10:01,0.16764
2025-04-06 04:15:01,0.167308
2025-04-06 04:20:01,0.167209
2025-04-06 04:25:01,0.167055
2025-04-06 04:30:02,0.167148
2025-04-06 04:35:01,0.167198
2025-04-06 04:40:01,0.167221
2025-04-06 04:45:01,0.167257
2025-04-06 04:50:01,0.167165
2025-04-06 04:55:02,0.167283
2025-04-06 05:00:01,0.16732
2025-04-06 05:05:01,0.167617
2025-04-06 05:10:01,0.167559
2025-04-06 05:15:02,0.167449
2025-04-06 05:20:01,0.167259
2025-04-06 05:25:01,0.167451
2025-04-06 05:30:02,0.167453
2025-04-06 05:35:01,0.167482
2025-04-06 05:40:01,0.167392
2025-04-06 05:45:02,0.16724
2025-04-06 05:50:01,0.167397
2025-04-06 05:55:01,0.167718
2025-04-06 06:00:02,0.167744
2025-04-06 06:05:01,0.167706
2025-04-06 06:10:01,0.167546
2025-04-06 06:15:02,0.167545
2025-04-06 06:20:01,0.167501
2025-04-06 06:25:01,0.167571
2025-04-06 06:30:01,0.167463
2025-04-06 06:35:01,0.167367
2025-04-06 06:40:01,0.166936
2025-04-06 06:45:02,0.166748
2025-04-06 06:50:01,0.166558
2025-04-06 06:55:01,0.166499
2025-04-06 07:00:02,0.166324
2025-04-06 07:05:01,0.166146
2025-04-06 07:10:01,0.165921
2025-04-06 07:15:01,0.165947
2025-04-06 07:20:01,0.165803
2025-04-06 07:25:02,0.165601
